TextId,CISI,Region,Site,Type,Symbol,Material,Complete,Direction,RawText,ReadingTokens,StructuralParse,StructuralTemplate,SemanticFrame,SemanticOptions,SlotFillers,NameLikeBlocks,CrossFrameReuse,MinimalPairEvidence,ReconstructionConfidence,PhoneticReadiness,NextTest
4256.1,-,Gujarat/Kutch,Dholavira,TAB:I,,-,N,R/L,+236-231-000[,231-236,231:SIGN | 236:SIGN,SIGN SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
4261.1,-,Gujarat/Kutch,Dholavira,TAB:I,,-,N,R/L,]000-625+,625,625:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
4266.1,-,Gujarat/Kutch,Dholavira,TAB:I,,-,?,-,+443[,443,443:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
4288.1,-,Gujarat/Kutch,Dholavira,TAG,-,Clay,N,R/L,]000-892-000[,892,892:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
4289.1,-,Gujarat/Kutch,Dholavira,TAG,-,Clay,N,R/L,+000-000-000-220-240[,240-220,240:SLOT_INITIAL_MODIFIER | 220:SLOT_FINAL_MODIFIER,SLOT_INITIAL_MODIFIER SLOT_FINAL_MODIFIER,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
429.1,H-2251,Inter-Riverine,Harappa,TAB:B,,Copper,?,-,]176-790[,790-176,790:SIGN | 176:SIGN,SIGN SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
4291.1,-,Gujarat/Kutch,Dholavira,TAG,-,-,?,R/L,]148-794-220[,220-794-148,220:SLOT_FINAL_MODIFIER | 794:SIGN | 148:SIGN,SLOT_FINAL_MODIFIER SIGN SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
4292.1,-,Gujarat/Kutch,Dholavira,TAG,-,-,?,-,+604[,604,604:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
4296.1,-,Gujarat/Kutch,Dholavira,TAG,-,-,N,R/L,]365-000[,365,365:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
4300.1,-,Gujarat/Kutch,Dholavira,TAG,-,-,?,-,]923+,923,923:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
4304.1,-,Gujarat/Kutch,Dholavira,TAG,,terracotta,N,R/L,]000-840-552+,552-840,552:SIGN | 840:SIGN,SIGN SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
4304.2,-,Gujarat/Kutch,Dholavira,TAG,,terracotta,N,-,+000-032-515+,515-032,515:SIGN | 032:SLOT_INITIAL_MODIFIER,SIGN SLOT_INITIAL_MODIFIER,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
4305.1,-,Gujarat/Kutch,Dholavira,TAG,-,-,?,-,+368[,368,368:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
4306.1,-,Gujarat/Kutch,Dholavira,TAG,-,-,?,-,+365[,365,365:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
4312.1,-,Gujarat/Kutch,Dholavira,TAG,Bull1,terracotta,N,R/L,]000-229-705-906+,906-705-229,906:SIGN | 705:SLOT_INITIAL_MODIFIER | 229:SIGN,SIGN SLOT_INITIAL_MODIFIER SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
4313.1,-,Gujarat/Kutch,Dholavira,TAG,-,-,?,R/L,]032-700+,700-032,700:SIGN | 032:SLOT_INITIAL_MODIFIER,SIGN SLOT_INITIAL_MODIFIER,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
432.1,H-1820,Inter-Riverine,Harappa,TAB:B,,Faience,?,R/L,]711-335-575-413+,413-575-335-711,413:SIGN | 575:SIGN | 335:SIGN | 711:SIGN,SIGN SIGN SIGN SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
432.2,H-1820,Inter-Riverine,Harappa,TAB:B,,Faience,?,R/L,]519-742-849+,849-742-519,849:SIGN | 742:SIGN | 519:SIGN,SIGN SIGN SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
4330.1,-,Gujarat/Kutch,Dholavira,TAG,-,-,N,R/L,]000-705-906-550+,550-906-705,550:SIGN | 906:SIGN | 705:SLOT_INITIAL_MODIFIER,SIGN SIGN SLOT_INITIAL_MODIFIER,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
4336.1,-,Gujarat/Kutch,Dholavira,TAG:PC,-,-,?,R/L,+354-794-892[,892-794-354,892:SIGN | 794:SIGN | 354:SIGN,SIGN SIGN SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
4338.1,-,Gujarat/Kutch,Dholavira,TAG,-,Clay,N,R/L,]000-240[,240,240:SLOT_INITIAL_MODIFIER,SLOT_INITIAL_MODIFIER,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
4339.1,-,Gujarat/Kutch,Dholavira,TAG,-,Clay,?,R/L,+094-033[,033-094,033:SLOT_FINAL_MODIFIER | 094:SIGN,SLOT_FINAL_MODIFIER SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
4341.1,-,Gujarat/Kutch,Dholavira,TAG,-,Clay,?,R/L,]700-090[,090-700,090:SLOT_FINAL_MODIFIER | 700:SIGN,SLOT_FINAL_MODIFIER SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
4342.1,-,Gujarat/Kutch,Dholavira,TAG,-,Clay,N,R/L,]000-000-700-000[,700,700:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
4354.1,-,Gujarat/Kutch,Dholavira,TAG,Bull1,Terracotta,N,R/L,]000-741-000-000+,741,741:SLOT_INITIAL_MODIFIER,SLOT_INITIAL_MODIFIER,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
4355.1,-,Gujarat/Kutch,Dholavira,TAG,-,Clay,N,R/L,]803-000[,803,803:SLOT_INITIAL_MODIFIER,SLOT_INITIAL_MODIFIER,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
4356.1,-,Gujarat/Kutch,Dholavira,TAG,-,Clay,N,R/L,]630-000[,630,630:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
4357.1,-,Gujarat/Kutch,Dholavira,TAG,-,Clay,N,R/L,]000-032-000[,032,032:SLOT_INITIAL_MODIFIER,SLOT_INITIAL_MODIFIER,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
4358.1,-,Gujarat/Kutch,Dholavira,TAG,-,Clay,N,R/L,+000-575[,575,575:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
4359.1,-,Gujarat/Kutch,Dholavira,TAG,-,Clay,N,R/L,+426-000[,426,426:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
4360.1,-,Gujarat/Kutch,Dholavira,TAG,?,Clay,N,R/L,]000-317-000+,317,317:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
438.1,H-1866,Inter-Riverine,Harappa,TAB:B,,Faience,N,R/L,+000-100-415+,415-100,415:SIGN | 100:SLOT_FINAL_MODIFIER,SIGN SLOT_FINAL_MODIFIER,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
441.1,-,Inter-Riverine,Harappa,POT:T:g,,Clay,N,-,+000-700/700-000+,700-700,700:SIGN | 700:SIGN,SIGN SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
4437.1,H-1136,Inter-Riverine,Harappa,TAB:B,-,Faience,?,R/L,]416+,416,416:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
4438.1,H-1509,Inter-Riverine,Harappa,TAB:B,-,Faience,N,R/L,+000-590+,590,590:SLOT_FINAL_MODIFIER,SLOT_FINAL_MODIFIER,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
449.1,H-1914,Inter-Riverine,Harappa,TAB:B,,Faience,N,-,+033-000[,033,033:SLOT_FINAL_MODIFIER,SLOT_FINAL_MODIFIER,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
45.1,B-29,Eastern Headwaters,Banawali,POT:T:g,,Clay,?,-,+748[,748,748:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
450.2,H-1918,Inter-Riverine,Harappa,TAB:B,,Faience,N,-,]000-090+,090,090:SLOT_FINAL_MODIFIER,SLOT_FINAL_MODIFIER,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
451.1,H-1843,Inter-Riverine,Harappa,TAB:B,,Faience,?,R/L,]700-034+,034-700,034:SIGN | 700:SIGN,SIGN SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
4524.1,H-1118,Inter-Riverine,Harappa,TAB:I,-,Faience,N,-,]000-105+,105,105:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
457.2,H-2086,Inter-Riverine,Harappa,TAB:I,,Steatite,?,R/L,]892-413+,413-892,413:SIGN | 892:SIGN,SIGN SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
4577.1,H-1259,Inter-Riverine,Harappa,TAB:I,-,Steatite,?,-,]840-013+,013-840,013:SIGN | 840:SIGN,SIGN SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
4599.1,H-1125,Inter-Riverine,Harappa,TAB:I,-,Steatite,N,-,+000-032+,032,032:SLOT_INITIAL_MODIFIER,SLOT_INITIAL_MODIFIER,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
4602.2,H-980,Inter-Riverine,Harappa,TAB:I,Bult,-,N,-,+700-000+,700,700:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
462.1,H-1826,Inter-Riverine,Harappa,TAB:B,,Faience,?,-,]034[,034,034:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
4629.1,H-221,Inter-Riverine,Harappa,TAB:B,,-,N,R/L,]000-176-000[,176,176:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
465.2,H-2254,Inter-Riverine,Harappa,TAB:B,,Copper,?,-,]176-790[,790-176,790:SIGN | 176:SIGN,SIGN SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
473.1,H-1928,Inter-Riverine,Harappa,TAB:B,,Faience,N,-,]000-700+,700,700:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
474.1,H-1910,Inter-Riverine,Harappa,TAB:B,,Faience,N,L/R,]000-700+,700,700:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
475.1,H-1948,Inter-Riverine,Harappa,TAB:B,,Faience,?,-,]034[,034,034:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
477.2,H-1804,Inter-Riverine,Harappa,TAB:B,,Faience,N,-,+000-591+,591,591:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
478.1,H-1888,Inter-Riverine,Harappa,TAB:B,,Faience,?,R/L,+700[,700,700:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
48.1,B-35,Eastern Headwaters,Banawali,POT:T:g,,Clay,N,-,+700-000+,700,700:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
482.1,H-2351,Inter-Riverine,Harappa,POT:T:g,,Clay,N,R/L,+154-032-000+,032-154,032:SLOT_INITIAL_MODIFIER | 154:SIGN,SLOT_INITIAL_MODIFIER SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
486.1,H-2060,Inter-Riverine,Harappa,TAB:I,,Steatite,N,-,+700-000[,700,700:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
4881.1,-,Gujarat/Kutch,Kanmer,POT:T:g,-,Clay,?,-,+110[,110,110:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
492.1,H-2244,Inter-Riverine,Harappa,TAB:I,Bult,Steatite,?,R/L,]892-413[,413-892,413:SIGN | 892:SIGN,SIGN SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
4952.1,-,Lower Indus,Mohenjo-daro,TAG:C,Mult,Faience,N,-,+034-000+,034,034:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
503.1,H-1744,Inter-Riverine,Harappa,POT:T:s,,Clay,N,R/L,+550-000+,550,550:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
514.1,H-2048,Inter-Riverine,Harappa,TAB:I,Bult,Steatite,N,R/L,]000-171-067+,067-171,067:SIGN | 171:SIGN,SIGN SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
5146.1,M-1487,Lower Indus,Mohenjo-daro,TAB:C,-,Copper,N,R/L,+000-000-033-000+,033,033:SLOT_FINAL_MODIFIER,SLOT_FINAL_MODIFIER,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
517.2,H-1722,Inter-Riverine,Harappa,TAG,,-,N,R/L,]000-220[,220,220:SLOT_FINAL_MODIFIER,SLOT_FINAL_MODIFIER,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
522.1,H-2341,Inter-Riverine,Harappa,POT:T:g,,Clay,N,R/L,+000-335-000-090-480+,480-090-335,480:SIGN | 090:SLOT_FINAL_MODIFIER | 335:SIGN,SIGN SLOT_FINAL_MODIFIER SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
524.1,-,Inter-Riverine,Harappa,POT:T:g,,Clay,N,-,+000-000-014+,014,014:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
5249.1,-,Lower Indus,Lakhanjo-daro,POT:T:g,-,Clay,?,-,]678+,678,678:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
525.1,H-2372,Inter-Riverine,Harappa,POT:T:g,,Clay,N,-,]000-745[,745,745:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
5250.1,-,Lower Indus,Lakhanjo-daro,POT:T:g,-,Clay,?,-,+033-033[,033-033,033:SLOT_FINAL_MODIFIER | 033:SLOT_FINAL_MODIFIER,SLOT_FINAL_MODIFIER SLOT_FINAL_MODIFIER,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
5253.1,-,Lower Indus,Nuhato,POT:T:g,-,Clay,N,-,]892-000+,892,892:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
5254.1,-,Lower Indus,Nuhato,POT:T:g,-,Clay,?,-,+500[,500,500:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
5286.1,K-161,Inter-Riverine,Kalibangan,POT:T:g,,Clay,?,-,]032+,032,032:SLOT_INITIAL_MODIFIER,SLOT_INITIAL_MODIFIER,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
5288.1,K-163,Inter-Riverine,Kalibangan,POT:T:g,-,Clay,?,-,]033[,033,033:SLOT_FINAL_MODIFIER,SLOT_FINAL_MODIFIER,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
5289.1,K-164,Inter-Riverine,Kalibangan,POT:T:g,-,Clay,?,-,]033+,033,033:SLOT_FINAL_MODIFIER,SLOT_FINAL_MODIFIER,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
5291.1,K-166,Inter-Riverine,Kalibangan,POT:T:g,-,Clay,N,-,]000-700+,700,700:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
5292.1,K-167,Inter-Riverine,Kalibangan,POT:T:g,-,Clay,?,-,]908+,908,908:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
5293.1,K-168,Inter-Riverine,Kalibangan,POT:T:g,-,Clay,?,-,]034+,034,034:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
5294.1,K-169,Inter-Riverine,Kalibangan,POT:T:g,-,Clay,?,-,+034[,034,034:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
5296.1,K-171,Inter-Riverine,Kalibangan,POT:T:g,-,Clay,?,-,+035[,035,035:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
5297.1,K-172,Inter-Riverine,Kalibangan,POT:T:g,-,Clay,N,-,]000-033+,033,033:SLOT_FINAL_MODIFIER,SLOT_FINAL_MODIFIER,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
5300.1,K-175,Inter-Riverine,Kalibangan,POT:T:g,-,Clay,?,-,]039[,039,039:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
5301.1,K-176,Inter-Riverine,Kalibangan,POT:T:g,-,Clay,?,-,]007-034[,034-007,034:SIGN | 007:SIGN,SIGN SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
5302.1,K-177,Inter-Riverine,Kalibangan,POT:T:g,-,Clay,?,-,+515[,515,515:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
5304.1,K-179,Inter-Riverine,Kalibangan,POT:T:g,-,Clay,?,-,]515+,515,515:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
5305.1,K-180,Inter-Riverine,Kalibangan,POT:T:g,-,Clay,?,-,]515+,515,515:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
5309.1,K-189,Inter-Riverine,Kalibangan,POT:T:g,-,Clay,N,-,]000-220+,220,220:SLOT_FINAL_MODIFIER,SLOT_FINAL_MODIFIER,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
531.1,H-1743,Inter-Riverine,Harappa,POT:T:s,,Clay,?,-,+552[,552,552:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
5313.1,K-385,Inter-Riverine,Kalibangan,POT:T:g,-,Clay,N,-,]220-150-000+,150-220,150:SIGN | 220:SLOT_FINAL_MODIFIER,SIGN SLOT_FINAL_MODIFIER,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
5315.1,K-391,Inter-Riverine,Kalibangan,POT:T:g,-,Clay,N,-,]000-192-000[,192,192:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
5317.1,K-394,Inter-Riverine,Kalibangan,POT:T:g,-,Clay,N,-,]000-515-000[,515,515:SIGN,SIGN,LowEvidenceSequence,undetermined; requires visual/contextual evidence,,,,,0.0,VeryLow,needs broader context before phonetic testing
