"SignA","SignB","TotalA","TotalB","SharedFeatures","Cosine","ReviewPriority"
"741","850","225","57","11","0.173536","Low"
"067","365","8","18","2","0.173422","Low"
"407","808","143","8","2","0.173417","Low"
"465","617","6","77","2","0.173281","Low"
"520","550","321","124","11","0.173277","Low"
"482","920","41","153","5","0.173276","Low"
"032","600","588","5","3","0.173239","Low"
"240","406","354","13","5","0.173238","Low"
"070","853","38","11","2","0.173223","Low"
"101","160","8","5","2","0.173205","Low"
"406","825","13","6","2","0.173205","Low"
"035","415","37","176","5","0.173175","Low"
"055","615","62","73","7","0.173174","Low"
"056","540","10","22","2","0.173111","Low"
"067","850","8","57","2","0.172966","Low"
"153","850","5","57","2","0.172966","Low"
"151","269","94","11","2","0.172962","Low"
"384","520","33","321","7","0.172959","Low"
"064","235","14","250","2","0.172945","Low"
"368","590","120","228","19","0.172812","Low"
"033","063","523","13","6","0.172806","Low"
"595","703","49","12","2","0.172787","Low"
"175","773","27","9","3","0.172756","Low"
"064","817","14","221","2","0.172713","Low"
"233","565","192","15","8","0.172668","Low"
"090","374","195","16","3","0.172648","Low"
"235","595","250","49","6","0.172621","Low"
"776","817","11","221","3","0.172597","Low"
"240","392","354","6","2","0.172532","Low"
"530","740","19","1928","8","0.172525","Low"
"061","871","93","5","2","0.172516","Low"
"067","510","8","13","2","0.172516","Low"
"243","927","12","11","2","0.172516","Low"
"382","842","21","5","2","0.172516","Low"
"504","702","9","10","2","0.172516","Low"
"070","545","38","10","2","0.172451","Low"
"151","384","94","33","6","0.172317","Low"
"002","530","851","19","9","0.172239","Low"
"241","350","12","48","5","0.172218","Low"
"002","204","851","8","5","0.172205","Low"
"095","465","30","6","2","0.172201","Low"
"269","740","11","1928","6","0.172194","Low"
"100","382","134","21","6","0.172152","Low"
"518","776","7","11","2","0.172133","Low"
"518","804","7","8","2","0.172133","Low"
"370","463","10","28","3","0.172062","Low"
"456","463","6","28","3","0.172062","Low"
"645","794","28","13","3","0.172062","Low"
"242","463","6","28","2","0.172062","Low"
"463","697","28","10","2","0.172062","Low"
"463","747","28","7","2","0.172062","Low"
"463","851","28","7","2","0.172062","Low"
"705","924","219","10","4","0.172044","Low"
"014","904","8","64","3","0.172018","Low"
"130","530","16","19","2","0.172016","Low"
"590","690","228","119","8","0.171984","Low"
"255","443","136","5","2","0.17195","Low"
"004","090","99","195","5","0.171923","Low"
"095","221","30","6","2","0.171888","Low"
"095","702","30","10","2","0.171888","Low"
"315","595","11","49","2","0.171888","Low"
"072","923","15","45","3","0.171858","Low"
"692","904","77","64","8","0.171845","Low"
"154","861","45","272","5","0.171779","Low"
"031","645","258","28","13","0.171692","Low"
"061","136","93","13","6","0.171662","Low"
"315","460","11","39","5","0.171602","Low"
"063","740","13","1928","6","0.171591","Low"
"165","482","31","41","4","0.17154","Low"
"063","821","13","14","3","0.171499","Low"
"063","093","13","7","2","0.171499","Low"
"063","242","13","6","2","0.171499","Low"
"063","370","13","10","2","0.171499","Low"
"063","697","13","10","2","0.171499","Low"
"063","747","13","7","2","0.171499","Low"
"060","455","222","46","12","0.171479","Low"
"263","390","6","290","4","0.171459","Low"
"241","382","12","21","3","0.171457","Low"
"241","243","12","12","2","0.171457","Low"
"844","861","14","272","3","0.17138","Low"
"803","869","134","6","3","0.171358","Low"
"421","832","5","45","2","0.171312","Low"
"142","390","81","290","12","0.171299","Low"
"104","156","26","107","3","0.171242","Low"
"463","920","28","153","8","0.171194","Low"
"463","808","28","8","3","0.171191","Low"
"233","690","192","119","9","0.17119","Low"
"503","595","82","49","2","0.171183","Low"
"235","552","250","10","4","0.171171","Low"
"142","621","81","22","4","0.171158","Low"
"226","792","41","13","2","0.17115","Low"
"400","850","502","57","8","0.171125","Low"
"465","700","6","578","2","0.171113","Low"
"017","690","82","119","9","0.171015","Low"
"236","603","26","7","2","0.170896","Low"
"706","844","102","14","5","0.17089","Low"
"070","717","38","55","7","0.170832","Low"
"690","831","119","18","4","0.170831","Low"
"798","871","151","5","2","0.17083","Low"
"095","215","30","11","3","0.170815","Low"
"063","692","13","77","6","0.170738","Low"
"407","877","143","22","2","0.170732","Low"
"255","621","136","22","6","0.170705","Low"
"095","746","30","9","2","0.170697","Low"
"243","900","12","112","3","0.170673","Low"
"503","572","82","6","2","0.170654","Low"
"090","850","195","57","8","0.170595","Low"
"382","760","21","134","7","0.170535","Low"
"267","698","7","10","2","0.170499","Low"
"003","070","259","38","6","0.170452","Low"
"401","850","7","57","2","0.170445","Low"
"001","388","213","59","12","0.170435","Low"
"070","491","38","18","3","0.170366","Low"
"150","297","7","15","3","0.170251","Low"
"297","746","15","9","2","0.170251","Low"
"151","243","94","12","4","0.170145","Low"
"233","241","192","12","8","0.170116","Low"
"003","368","259","120","20","0.170068","Low"
"679","798","19","151","4","0.170028","Low"
"460","742","39","57","5","0.169972","Low"
"136","415","13","176","5","0.169964","Low"
"455","645","46","28","6","0.16993","Low"
"176","521","217","6","3","0.169917","Low"
"001","097","213","20","4","0.169911","Low"
"297","480","15","42","3","0.169902","Low"
"150","354","7","15","2","0.169842","Low"
"521","531","6","5","2","0.169842","Low"
"484","804","14","8","2","0.169791","Low"
"416","615","57","73","5","0.169756","Low"
"013","063","50","13","4","0.16975","Low"
"093","142","7","81","7","0.169727","Low"
"423","550","7","124","4","0.16969","Low"
"520","921","321","16","8","0.16965","Low"
"155","240","8","354","4","0.1696","Low"
"503","804","82","8","5","0.169597","Low"
"615","794","73","13","4","0.169586","Low"
"005","222","49","17","3","0.169582","Low"
"063","520","13","321","5","0.169567","Low"
"232","817","10","221","3","0.169515","Low"
"320","354","20","15","2","0.169419","Low"
"005","690","49","119","5","0.169399","Low"
"520","861","321","272","5","0.16938","Low"
"617","744","77","5","2","0.169346","Low"
"572","717","6","55","2","0.169324","Low"
"032","200","588","5","2","0.169302","Low"
"154","269","45","11","2","0.169251","Low"
"426","590","7","228","3","0.16924","Low"
"136","491","13","18","2","0.169179","Low"
"382","407","21","143","3","0.169166","Low"
"380","390","8","290","2","0.169162","Low"
"390","681","290","5","2","0.169162","Low"
"690","806","119","135","8","0.169159","Low"
"063","803","13","134","5","0.169158","Low"
"130","463","16","28","4","0.169128","Low"
"297","463","15","28","4","0.169128","Low"
"055","679","62","19","4","0.1691","Low"
"070","590","38","228","10","0.169085","Low"
"002","592","851","11","5","0.169079","Low"
"700","717","578","55","10","0.16906","Low"
"617","630","77","40","3","0.169052","Low"
"360","812","12","9","3","0.169031","Low"
"007","111","6","15","2","0.169031","Low"
"014","111","8","15","2","0.169031","Low"
"111","252","15","7","2","0.169031","Low"
"243","406","12","13","2","0.169031","Low"
"260","776","8","11","2","0.169031","Low"
"260","804","8","8","2","0.169031","Low"
"575","930","81","8","2","0.168982","Low"
"484","927","14","11","2","0.168959","Low"
"070","742","38","57","5","0.168882","Low"
"090","812","195","9","7","0.168845","Low"
"777","812","7","9","2","0.168785","Low"
"406","817","13","221","4","0.168783","Low"
"090","323","195","7","2","0.168782","Low"
"540","611","22","6","2","0.168763","Low"
"565","798","15","151","6","0.168711","Low"
"804","806","8","135","5","0.168704","Low"
"335","744","43","5","2","0.168696","Low"
"034","527","184","63","2","0.168675","Low"
"004","130","99","16","3","0.16861","Low"
"142","617","81","77","9","0.168588","Low"
"005","869","49","6","3","0.16855","Low"
"241","413","12","57","2","0.168505","Low"
"095","501","30","31","2","0.16849","Low"
"354","525","15","11","2","0.168455","Low"
"706","776","102","11","4","0.168441","Low"
"100","621","134","22","5","0.168401","Low"
"165","923","31","45","3","0.168387","Low"
"240","335","354","43","12","0.168377","Low"
"690","710","119","5","2","0.168377","Low"
"390","803","290","134","17","0.168342","Low"
"360","904","12","64","2","0.168337","Low"
"001","070","213","38","11","0.168328","Low"
"095","744","30","5","2","0.16829","Low"
"155","231","8","95","3","0.168281","Low"
"070","360","38","12","2","0.16821","Low"
"645","904","28","64","7","0.168201","Low"
"063","354","13","15","2","0.168168","Low"
"095","632","30","32","3","0.168151","Low"
"388","741","59","225","11","0.168069","Low"
"142","565","81","15","6","0.168021","Low"
"136","142","13","81","5","0.168021","Low"
"142","269","81","11","3","0.168021","Low"
"390","920","290","153","17","0.167962","Low"
"405","924","118","10","4","0.167884","Low"
"350","772","48","10","3","0.167855","Low"
"335","595","43","49","3","0.167842","Low"
"070","371","38","11","3","0.167836","Low"
"156","350","107","48","6","0.167826","Low"
"374","621","16","22","2","0.167812","Low"
"362","484","5","14","2","0.167789","Low"
"176","407","217","143","5","0.167769","Low"
"241","861","12","272","4","0.16775","Low"
"125","267","59","7","5","0.167748","Low"
"426","692","7","77","2","0.167743","Low"
"093","221","7","6","3","0.167705","Low"
"406","500","13","24","3","0.167705","Low"
"812","821","9","14","3","0.167705","Low"
"093","702","7","10","2","0.167705","Low"
"132","136","5","13","2","0.167705","Low"
"136","825","13","6","2","0.167705","Low"
"219","552","7","10","2","0.167705","Low"
"219","565","7","15","2","0.167705","Low"
"221","257","6","10","2","0.167705","Low"
"269","392","11","6","2","0.167705","Low"
"374","500","16","24","2","0.167705","Low"
"626","924","8","10","2","0.167705","Low"
"825","924","6","10","2","0.167705","Low"
"125","158","59","39","4","0.167623","Low"
"095","250","30","9","3","0.167621","Low"
"064","575","14","81","3","0.167566","Low"
"700","905","578","13","2","0.16754","Low"
"384","740","33","1928","10","0.167501","Low"
"617","792","77","13","4","0.167496","Low"
"384","510","33","13","2","0.167337","Low"
"272","700","5","578","2","0.16731","Low"
"320","590","20","228","8","0.167301","Low"
"158","220","39","477","6","0.167285","Low"
"388","521","59","6","4","0.167162","Low"
"015","400","8","502","2","0.167154","Low"
"220","335","477","43","9","0.167149","Low"
"554","621","15","22","3","0.167126","Low"
"575","615","81","73","8","0.167108","Low"
"097","136","20","13","4","0.167106","Low"
"700","920","578","153","9","0.167103","Low"
"176","320","217","20","7","0.167072","Low"
"111","924","15","10","2","0.167038","Low"
"070","413","38","57","3","0.167036","Low"
"035","704","37","5","2","0.166974","Low"
"415","463","176","28","5","0.166954","Low"
"503","565","82","15","6","0.166949","Low"
"595","611","49","6","2","0.166856","Low"
"055","226","62","41","5","0.166792","Low"
"350","869","48","6","2","0.166781","Low"
"700","806","578","135","6","0.166779","Low"
"406","503","13","82","5","0.166771","Low"
"263","565","6","15","2","0.166743","Low"
"155","233","8","192","4","0.166714","Low"
"064","745","14","36","2","0.166667","Low"
"065","530","15","19","2","0.166667","Low"
"136","352","13","5","2","0.166667","Low"
"150","521","7","6","2","0.166667","Low"
"200","530","5","19","2","0.166667","Low"
"232","745","10","36","2","0.166667","Low"
"352","565","5","15","2","0.166667","Low"
"362","521","5","6","2","0.166667","Low"
"530","869","19","6","2","0.166667","Low"
"407","861","143","272","8","0.166666","Low"
"070","803","38","134","7","0.166659","Low"
"155","220","8","477","3","0.16661","Low"
"390","645","290","28","6","0.166564","Low"
"095","861","30","272","3","0.166545","Low"
"226","746","41","9","2","0.166503","Low"
"064","350","14","48","3","0.166438","Low"
"382","772","21","10","2","0.16639","Low"
"630","804","40","8","4","0.166379","Low"
"527","924","63","10","2","0.166379","Low"
"161","861","13","272","2","0.16634","Low"
"033","155","523","8","2","0.166339","Low"
"804","920","8","153","3","0.166293","Low"
"055","871","62","5","2","0.166176","Low"
"097","362","20","5","2","0.166103","Low"
"232","484","10","14","2","0.166103","Low"
"705","794","219","13","4","0.166101","Low"
"621","880","22","11","2","0.166091","Low"
"072","368","15","120","3","0.166061","Low"
"390","825","290","6","5","0.166038","Low"
"222","550","17","124","6","0.166005","Low"
"621","741","22","225","8","0.165984","Low"
"413","712","57","5","2","0.165872","Low"
"035","365","37","18","2","0.165844","Low"
"007","595","6","49","2","0.165831","Low"
"031","482","258","41","8","0.165738","Low"
"645","821","28","14","5","0.165728","Low"
"154","850","45","57","4","0.165676","Low"
"013","690","50","119","4","0.165673","Low"
"368","484","120","14","7","0.165665","Low"
"002","740","851","1928","76","0.165653","Low"
"031","923","258","45","8","0.165653","Low"
"003","869","259","6","4","0.165583","Low"
"365","416","18","57","3","0.165567","Low"
"244","463","5","28","2","0.165567","Low"
"032","572","588","6","3","0.16556","Low"
"705","824","219","32","4","0.165538","Low"
"318","520","13","321","2","0.165528","Low"
"350","621","48","22","4","0.165462","Low"
"690","741","119","225","12","0.165445","Low"
"090","190","195","11","3","0.165438","Low"
"550","923","124","45","9","0.16543","Low"
"155","840","8","132","2","0.165367","Low"
"033","463","523","28","12","0.165365","Low"
"564","565","6","15","3","0.165359","Low"
"136","353","13","10","2","0.165359","Low"
"136","704","13","5","2","0.165359","Low"
"380","565","8","15","2","0.165359","Low"
"565","681","15","5","2","0.165359","Low"
"235","572","250","6","2","0.165343","Low"
"032","443","588","5","3","0.165242","Low"
"772","832","10","45","3","0.165228","Low"
"741","824","225","32","7","0.165207","Low"
"320","838","20","19","2","0.165203","Low"
"406","703","13","12","2","0.165145","Low"
"484","844","14","14","4","0.165083","Low"
"220","844","477","14","6","0.165038","Low"
"871","900","5","112","4","0.164989","Low"
"241","921","12","16","4","0.164957","Low"
"067","243","8","12","2","0.164957","Low"
"153","382","5","21","2","0.164957","Low"
"420","504","6","9","2","0.164957","Low"
"231","930","95","8","2","0.164901","Low"
"645","850","28","57","9","0.164879","Low"
"151","190","94","11","2","0.164869","Low"
"151","921","94","16","7","0.164848","Low"
"048","155","18","8","2","0.164845","Low"
"803","804","134","8","6","0.164821","Low"
"842","861","5","272","2","0.164785","Low"
"257","820","10","244","3","0.164739","Low"
"323","690","7","119","2","0.16471","Low"
"142","244","81","5","2","0.164626","Low"
"585","803","60","134","9","0.164609","Low"
"323","740","7","1928","4","0.164596","Low"
"323","527","7","63","2","0.164592","Low"
"297","455","15","46","4","0.164591","Low"
"484","595","14","49","3","0.164586","Low"
"066","690","18","119","2","0.164557","Low"
"015","154","8","45","2","0.164488","Low"
"382","401","21","7","2","0.164488","Low"
"504","808","9","8","2","0.164488","Low"
"585","892","60","90","5","0.16445","Low"
"320","850","20","57","3","0.164435","Low"
"236","564","26","6","2","0.164426","Low"
"236","704","26","5","2","0.164426","Low"
